INVOICE_ID,REQUISITION_NUMBER
1808889,17281
1811710,17280
1807001,17285
1808893,17289
1807041,17289
1808894,17289
1807043,17291
1809690,17308
1809693,17319
1835116,17483
1835973,2092
1835975,2094
1835118,17490
1829597,17493
1830969,17498
1834050,2874
11451,242
14296,254
14351,256
14466,276
14468,277
19354,282
15972,290
14462,290
14673,326
14677,327
15983,334
15985,334
15986,334
16047,340
15963,312
15960,317
16078,352
16051,341
16053,341
16054,341
9373,172
9342,177
12150,177
7918,149
9347,159
11447,184
9220,191
12160,213
12159,213
12155,213
21357,36
22174,210
12147,211
12167,211
14472,238
14441,246
14442,247
14402,267
14332,267
14334,267
14425,271
14426,271
14430,272
14433,272
14436,272
14438,272
1884621,18003
1904154,3310
1914457,3378
3001,4
4016,9
3002,5
7039,18
14469,31
4215,34
4275,37
4279,42
7014,42
4277,44
4219,46
4220,46
8014,6
12171,106
7028,103
7033,115
7030,118
7034,127
7883,142
7885,142
7886,142
7887,142
9212,142
14317,167
14318,167
14321,167
9357,169
29430,655
35028,671
35024,677
35025,679
29434,666
35052,132
35053,133
35046,693
35066,695
35061,696
35036,697
42037,728
42026,730
42053,737
42019,744
42187,841
46208,190
44752,816
44751,817
44776,845
46202,855
46204,855
46205,855
46212,200
47487,734
47488,892
47510,862
48018,863
46219,875
48022,883
23414,101
23415,101
22176,514
23362,515
23366,524
24032,530
24038,530
24043,531
23499,523
24029,526
24047,539
24049,539
24050,539
23505,551
26434,559
26438,560
24083,555
26424,576
20016,403
20036,403
20037,403
20609,405
19401,420
19382,410
22179,87
19392,426
19395,428
21141,442
21358,442
21147,444
21151,444
21152,444
21155,444
21160,446
21163,446
21165,447
21176,447
21185,449
20040,435
21188,449
21190,449
21205,449
21211,449
21214,451
21221,451
21220,451
21243,451
21251,451
21255,451
21272,453
21273,453
21276,454
21355,90
21300,469
21302,469
21305,469
21315,471
21316,471
21325,471
21336,471
21344,471
21363,474
21281,471
23380,487
23382,487
43017,757
42089,155
44725,775
42086,163
42122,778
44742,837
42183,838
25393,588
30189,125
30190,125
30053,122
27056,639
29424,654
47519,659
16059,341
17302,342
17314,344
17317,344
17332,346
17342,347
19377,353
19378,353
16111,53
16114,66
14740,357
22178,355
17425,362
17431,372
17371,374
17394,376
17399,378
19359,386
19372,69
19374,70
17404,392
19381,394
18017,402
18021,402
68577,1297
68564,1298
73144,275
69087,1315
73226,1337
73124,1354
63024,1196
63073,1208
63082,254
68145,257
66498,1231
65123,1246
66505,1258
66506,1259
66503,1261
68139,1263
67166,1280
67167,1281
67169,1283
68264,1288
82331,315
76853,1559
76848,1560
82319,1576
82340,1599
82323,1583
82326,1598
53029,1007
54029,1016
56051,225
56038,1028
55024,1029
55026,1031
56036,1043
56065,1045
56057,230
56048,1047
59034,1100
59050,237
59045,1097
59468,1111
59480,1115
61273,1124
59478,1128
61269,1121
62078,1139
62074,1144
61276,1159
63046,1142
62083,1149
62242,1180
62244,1175
63038,1192
48030,902
48013,912
48036,915
51013,207
47566,210
47564,931
51033,953
51031,954
51035,951
52026,962
53034,989
56033,993
73157,1388
74472,1402
74574,1409
73221,1417
74476,1422
74477,1423
76172,1475
76171,1476
76179,301
76178,302
76167,1479
76155,1458
76164,1482
79194,1529
83156,1618
86164,1620
84250,1645
86169,1659
86166,1660
101267,1672
88176,1682
101300,354
90156,1676
129338,2353
128423,2362
128433,450
128430,2379
129339,2382
130172,2389
133358,2404
136165,2433
139169,2433
136166,2433
139191,459
139193,463
144160,2406
136154,2408
136183,2409
115535,2199
118219,2218
119435,433
118183,2215
119431,2221
121166,2232
121167,2233
121431,2234
121169,2236
121170,2237
121186,2239
121173,2253
121236,2267
124200,2294
124166,437
124165,437
124164,437
128206,442
128171,2310
128200,2312
128168,2324
128209,446
128184,2339
128179,2314
117160,2105
108302,2106
108304,2113
108298,2122
113171,2127
113163,2129
113173,2136
113170,2131
113159,2139
113156,2145
111511,2159
117162,2167
117157,2174
117155,2180
118179,2191
104154,1996
103543,1997
103531,1999
105424,2027
106402,2030
106388,2039
106378,408
106406,2049
106396,2050
110169,2058
110177,2067
108301,2082
110167,2082
110155,2090
110162,2092
110158,2097
90154,1681
88179,1681
92155,1691
90163,1695
91177,1703
91182,1708
91162,1712
101254,1751
96232,1764
96268,1768
96244,1786
96254,1807
96272,1803
96238,1809
97159,1812
96269,1813
97156,369
97157,369
96291,1821
100162,1822
96293,1824
101154,1840
101170,375
101157,1845
100525,1848
101158,1853
101177,1877
101271,1882
101257,1884
101279,1909
101260,1886
101261,1887
101265,1911
101264,1912
101284,1947
103532,392
103508,1961
106374,1978
200174,2826
200178,2830
200172,2832
201159,2839
200186,2847
203167,523
203166,523
203159,2859
205157,2890
209157,2904
218306,2905
211157,2914
219162,2942
222162,2919
221158,2938
218328,534
219163,2943
218321,2950
218330,536
218331,537
218317,2955
222157,2969
227173,2990
227178,3000
227159,2995
227160,2996
225161,3001
227181,3006
227184,3013
227188,3017
229162,3046
227212,542
227217,547
184181,2726
183158,2724
189161,2728
184190,2736
188162,2766
184187,2750
184174,2757
184175,2763
190157,2775
189162,2777
191157,2784
189170,2783
191158,2785
198157,2792
227198,3032
227201,3035
227175,3040
232579,3072
136244,2438
136233,2463
136171,2447
146167,2449
136253,2457
136175,2460
143158,2476
139162,2494
143157,2497
139166,2505
146168,2521
151157,2554
155171,2559
155162,2579
155160,2582
161167,2598
162163,2615
164157,2633
161182,491
161174,2642
164160,2645
163162,2657
173164,2689
173177,2699
173166,2703
173167,2707
173168,2708
250782,609
250759,3448
250780,3474
252226,3477
253677,3482
253678,3484
253658,3492
253651,3494
253662,3510
253686,3516
253694,22
253668,3536
247720,3338
248640,3340
249563,3349
249656,3352
249657,3353
249658,3361
249572,3373
249567,3397
249566,3399
249581,602
249675,3410
249677,3415
253640,3426
250736,3429
250738,3432
250774,617
250753,3437
250755,3439
259167,3612
259168,3624
258219,3632
260505,3645
260515,3655
260519,3656
260528,638
275161,3687
246169,580
246663,584
246667,3258
246671,19
247678,3280
247650,3275
247660,3281
246744,3287
247672,3288
247700,590
247655,3298
247667,3307
247657,3321
247712,593
247693,3325
237184,3119
241688,3135
245242,3149
244923,3165
244950,568
246162,3194
244945,3195
244946,3199
247663,3203
245234,3210
246171,575
244954,3212
247703,3220
256159,3541
260499,3558
256182,3570
256184,625
256174,3563
256161,3573
256470,3578
256483,3587
256520,3592
259164,3605
259163,3606
259162,3607
257170,629
257171,630
298170,3934
298163,3939
304172,3954
304163,3962
298182,3973
298184,3976
304185,3982
304187,3985
303179,3995
304166,3997
304181,4003
304175,4007
306168,692
306167,4022
279186,3735
279221,650
279160,3738
279176,3739
279217,3743
279178,3765
283185,3772
279190,3774
283163,3775
283161,3789
283181,3799
283210,3811
283188,3817
283215,3819
283173,3831
283174,3831
309178,4029
309197,4039
309209,4049
309201,4052
309181,4060
309233,698
309223,4076
309218,4080
309242,4089
283216,3836
283198,3836
283207,3839
284173,661
284167,3845
289187,3857
289166,3857
289167,3858
289169,3870
289181,3881
291161,3892
291161,3895
294174,3907
294163,3902
294182,680
327187,4289
327202,4291
329161,4299
327188,4294
335170,4315
342163,4320
342161,4338
342165,4339
347161,4340
347166,4324
341167,4329
341188,735
341189,736
341191,738
347189,4350
347167,4354
347196,754
347172,4375
341183,747
341185,749
347176,4388
347190,4391
347164,4393
348168,4396
327180,4167
327223,715
327185,4177
327194,4179
320174,4172
320180,4195
320185,4210
328160,4214
327216,4223
327211,4227
320200,4228
327210,4234
327220,29
327221,30
328164,4230
327178,4231
325159,4271
352165,4406
356364,4412
352170,4421
352175,765
356384,4426
351163,4431
349164,4440
356367,4436
352161,4453
356354,4466
356362,4474
356379,4480
355436,4475
356386,4479
355464,776
309215,4086
315160,4097
313163,4111
313165,4113
315164,4107
320172,4127
315173,4142
315168,4149
315172,4134
315179,4140
403455,4893
403436,4898
403440,4892
406193,4926
411371,4931
416189,4949
416172,4955
416167,4959
416160,4962
416159,4963
416169,4938
423171,842
440172,4980
423167,4983
431164,4975
431165,4976
431166,4977
431159,5006
423168,5019
424164,5032
425166,5029
645172,5029
424165,5037
430203,850
424172,5039
424183,5045
430189,5050
446165,5052
430188,5049
430169,5065
430170,5074
430205,868
431162,5082
431163,5091
440177,5094
433159,5112
366237,780
369159,4583
366171,4590
366202,4597
368163,788
366203,4613
366230,4623
381177,4626
372169,4645
372164,4656
372176,800
374171,4676
381178,802
375170,4685
433160,5117
447160,5123
446171,5142
446167,5143
446168,5148
447168,5159
489166,5169
474196,878
474194,883
454162,5188
489241,893
489176,5198
474176,5216
377161,4691
380170,4703
380172,4705
380173,4706
380174,4708
379215,808
379206,4709
379223,4737
385159,4749
393184,4779
390159,4784
390160,4795
397304,814
397293,4807
397289,4809
355457,775
355471,4504
355442,4510
355443,4511
355447,4521
355445,4529
355461,4522
366215,4543
374164,4549
366194,4563
375159,4592
375162,4593
397269,4822
397306,827
397272,4829
403406,4841
397299,4837
403374,4841
403404,4843
400159,4847
403442,4854
399160,4866
403294,4878
403287,4885
708186,6052
684172,6054
645183,6058
645193,6067
645181,6071
616183,5918
620202,1020
616202,5940
618166,5934
620185,5935
620188,5936
620205,17
645201,17
621168,5959
620170,5971
627172,5985
627173,1026
631181,6009
645168,6013
487257,5382
492166,5401
493175,5409
512174,5459
505170,5434
512181,5463
516172,5467
516174,5473
524180,5497
512198,918
540168,5480
512169,5481
540197,956
540198,956
540190,958
540191,958
524188,5532
524208,5536
524200,5537
524205,5553
524222,962
524224,966
524207,5547
524203,5550
487252,5225
489236,897
475166,5233
475167,5234
474185,5237
489213,5287
479262,5295
489188,5316
489191,5318
489173,5345
489222,5353
487258,5360
541166,5656
560175,5663
543166,5670
560167,5680
601196,5710
586173,5714
601178,5718
601185,5732
601186,5733
601177,5728
601194,5738
645195,1036
645204,52
601207,998
616197,5832
616193,5840
607202,5843
616171,5856
616191,5875
620178,5904
524229,971
524215,5572
524198,5580
524191,5583
527178,5610
527177,5611
540170,5616
532177,5632
532175,5626
532174,5627
532173,5628
549166,5638
704189,6258
704221,1078
704222,1079
684182,6257
684201,1082
709176,6396
709177,6397
708191,6404
708179,6415
714167,6423
708198,6432
709170,6456
709190,6459
708177,6448
709189,6460
709201,6479
719168,6508
747205,6667
747193,6674
747238,6679
759187,6682
747267,1109
645174,6074
646173,6089
665211,1055
665218,85
665221,88
665224,91
665226,92
665233,98
665230,99
665198,6157
665188,6162
665189,6163
665196,6165
665179,6168
666168,6175
684173,6230
720171,6529
729166,6536
737182,6546
737181,6548
737197,140
737196,148
737203,151
737183,6553
737207,153
737192,1096
738190,6582
738195,6588
738177,6597
738174,6611
810167,6632
738172,6636
747213,6650
747208,6664
747257,1100
747258,1101
685169,6262
684186,6270
684170,6281
704186,6293
705169,6303
704185,6333
704218,1085
704191,6359
704210,6382
760179,6834
760183,166
768183,6873
770174,6888
774180,6898
778246,6994
778216,7016
774210,1132
774191,7020
774167,7028
778210,7039
778222,7044
778201,7050
781197,188
778266,7062
781180,7074
781184,7075
782201,7100
782204,192
781204,7115
781188,7119
782183,7131
782173,7164
786176,7172
790185,7177
790172,7193
794189,7182
794192,7182
790202,7208
790176,7209
790192,7210
790193,7211
794177,7215
796184,1155
790214,1157
790191,7226
794175,7256
803166,7257
796182,7269
796180,7270
752198,6747
752203,6748
752197,6753
752178,6765
752174,6771
752184,6769
752171,6783
752214,6796
752225,1115
759196,6805
770184,6920
770169,6949
770166,6954
786166,6964
774199,6962
774203,1131
778256,178
778262,181
833171,7560
833200,7578
836179,7585
836169,7592
833167,7594
803209,7297
795341,7310
798166,7338
851172,7721
805172,7358
807166,7364
806168,7386
804167,7389
804168,7392
825203,7418
828192,7433
825194,7437
828210,7442
837170,7609
837173,1195
837169,7629
837166,7639
839167,7644
844174,7669
849523,27
844171,7683
844178,7689
849463,7695
849477,7705
849519,1201
1008175,1201
849514,1203
825216,7445
828200,7447
828203,7447
828205,7447
828206,7447
828207,7447
828222,7450
828224,7450
825205,7453
825208,7455
828231,7461
828241,7461
825181,7466
828191,7503
828261,1179
828242,7523
828168,7527
828167,7528
833214,226
833195,7546
833182,7547
833183,7548
833205,1188
862236,7840
862263,7849
862447,7853
862457,7855
862454,274
862458,275
868174,278
862174,7854
872205,289
872208,292
862469,7884
872200,7891
910215,295
871345,7923
876200,7949
876215,7951
876195,7967
876178,7970
876182,7953
896171,7969
876210,7978
876208,7981
876180,7992
922463,8113
922465,8117
932608,8127
876209,7995
876229,1233
896176,8003
910210,8016
910187,8035
910170,8039
910222,314
1415349,306
910206,8053
910208,8055
910193,8062
910189,8065
913486,8093
913472,8095
922466,8099
922470,8104
932627,8120
850170,7724
849461,7727
850172,7730
849467,7732
849486,7739
849493,7739
850173,7756
849507,7757
851175,7766
855170,7776
851180,7781
861294,7789
861298,7789
861299,7789
861301,7789
861303,7789
855191,250
855197,261
862214,7798
862208,7798
862205,7798
862216,7798
862221,7798
862199,7798
862238,7802
862239,7802
862240,7802
855175,7807
862184,7812
862243,7831
862256,267
938384,8137
932594,8149
932596,8150
932633,1245
932638,1249
958495,1299
958529,8583
958530,8585
958520,8586
958542,8596
932611,8186
938370,8197
938371,8198
938420,324
938414,326
938419,329
938412,331
953336,8353
953338,8355
953341,8358
953349,8367
948264,8380
955739,8389
953317,8391
953332,8390
953320,8394
965198,8612
965220,8638
965178,8648
965192,8663
955747,8455
956637,8462
956638,8462
956645,8482
956642,8485
958469,8494
956654,80
955737,8508
955738,8509
955742,8518
960174,8549
958478,8552
958455,8556
958486,8554
958505,1293
953324,8430
953325,8431
953365,367
953350,8422
953372,372
956613,8442
956607,8449
958464,8468
958525,8470
958438,8472
938378,8213
938393,8240
945410,8241
945454,8250
945443,8250
945449,8250
945452,8250
945413,8255
945510,340
945399,8257
945429,8260
953330,8284
945409,8286
945505,357
945506,357
945527,8311
958533,8316
1028225,8327
944998,71
965210,8667
965212,8667
965224,8670
965188,8676
965201,8687
964377,8689
964375,8691
1009237,1331
977229,8837
980175,8853
984171,8857
990180,8867
1001181,8895
1001173,8888
1001193,108
1001183,8890
1003183,8897
1003180,8900
1001192,426
1003176,8927
1012547,1349
1016218,1356
1016219,1357
1012498,9057
964381,8708
966820,8711
966823,8711
977192,8724
966781,8728
966803,8722
977241,8779
977217,8807
977182,8822
977184,8824
977186,8827
977204,8801
977246,1326
977177,8806
977256,414
977253,418
977205,8818
977171,8832
977191,8834
977258,402
966818,8755
966829,8767
1536862,14860
1538767,1817
1539771,729
1542769,14867
1549772,1594
1551778,1596
1548816,14895
1553784,1602
1554772,1605
1431892,1304
1439007,1751
1484765,1392
1484766,1399
1490787,1766
1490795,1420
1490798,582
1490830,1424
1490818,14474
1490819,14475
1492763,14477
1490814,14496
1555864,1829
1553774,14952
1446766,14322
1448764,14327
1448766,14328
1481761,14446
1484758,14450
1481905,1409
1490828,1433
1490829,1434
1492760,14508
1490833,585
1496831,1779
1494780,14533
1494762,14526
1494758,14541
1494763,1449
1234410,1521
1234412,1521
1234350,1521
1234359,1521
1234392,1521
1234396,1521
1234435,1521
1234436,1521
1234441,1521
1234442,1521
1234450,1521
1234451,1521
1234455,1521
1234456,1521
1234273,318
1234278,11227
1234294,11229
1234297,11231
1234275,11233
1235298,11236
1234310,11254
1235505,11262
1234300,11271
1236249,11292
1236046,11279
1236043,11288
1282322,11875
1282302,11884
1282312,11889
1282309,11908
1282310,11909
1285249,11911
1282299,11920
1284245,11921
1287269,11928
1285259,11930
1145247,10168
1147293,582
1147709,586
1147314,10177
1147297,10186
1147316,10188
1147303,10201
1148245,10208
1154253,595
1147695,10216
1147708,10224
1104280,9885
1106252,9875
1106249,9881
1106248,9884
1104286,9887
1106243,9888
1118259,9895
1111246,9903
1114288,9917
1114304,9928
1114290,9923
1114299,9938
1114284,9939
1114289,9940
1118272,564
1118274,566
1118278,570
1122244,9976
1154247,10240
1152498,10268
1152505,178
1157560,10282
1159244,10290
1161242,10292
1161244,10299
1160245,10308
1160247,10307
1170596,10324
1163265,10328
1163244,10331
1170578,10342
1161272,10350
1168264,10367
1064289,1407
1064293,529
1064296,141
1064267,9656
1065260,532
1065261,533
1064261,9678
1066243,9700
1069242,9701
1071243,9707
1072242,9709
1111249,9731
1088244,9732
1106251,9733
1090246,9739
1093249,144
1030235,1367
1182398,10587
1183246,194
1186242,10637
1191250,10654
1194243,10668
1200258,10683
1204345,10681
1200271,218
1200268,219
1200243,10685
1200269,221
1165253,1467
1165247,10372
1165245,10374
1164476,1471
1201279,10703
1201277,10707
1102491,554
1104274,9848
1016204,9084
1016185,9095
1017232,9125
1017240,9133
1017234,9123
1017245,458
1017226,9137
1018492,9139
1017248,9147
1022224,9153
1023227,9161
1033260,9163
1026238,1366
1026241,123
1026227,9179
1026226,9170
1026225,9171
1026224,9172
1026233,9173
1026242,122
1168255,10392
1168267,608
1168269,610
1168254,10398
1168251,10410
1171271,10437
1171280,10450
1294263,345
1168261,10420
1170605,10440
1171296,10454
1171282,10467
1177311,10469
1170581,10481
1177304,10511
1172249,10525
1173248,10530
1173246,10535
1181249,10551
1183260,10579
1177314,10582
1210249,10846
1211244,10869
1221261,10881
1214250,235
1222468,10884
1217247,10893
1213593,671
1213577,10903
1213244,10908
1213245,10910
1213581,10914
1213582,10915
1221262,10931
1217244,10939
1221255,10945
1287245,11974
1287262,11975
1294271,368
1287281,784
1290270,11976
1287246,11978
1304324,11979
1290269,11983
1290288,11985
1292260,11992
1288245,11999
1292252,12006
1294268,375
1294256,12057
1100244,9826
1102472,9833
1104287,9838
1102488,550
1242352,11443
1241271,738
1241276,11469
1244254,11472
1245243,11481
1246262,11488
1247310,11494
1247313,11505
1249246,11525
1249251,11527
1249242,11529
1249258,11538
1250288,11548
1250291,11553
1253254,11621
1255328,11647
1251251,11658
1251252,11659
1255340,11685
1262245,11687
1255352,352
1255337,11729
1255347,11730
1255245,11691
1255338,11703
1256242,11708
1041251,9404
1043558,9414
1044243,9429
1043561,9427
1046242,9447
1122243,9982
1118268,9980
1118250,9983
1121245,9989
1132242,10004
1137244,10009
1132250,10018
1137245,10027
1132263,1438
1236248,11296
1237333,11298
1238243,11307
1237244,11314
1238248,11297
1238249,11311
1239790,11312
1238244,11318
1242329,11340
1237337,11332
1239791,11338
1239795,11339
1239243,11357
1241260,11346
1239800,330
1239796,1530
1239792,11367
1239788,11369
1240278,334
1241249,11401
1239809,11404
1241703,11408
1242347,11429
1242350,11432
1296256,12069
1299536,12099
1302267,12086
1303267,792
1303275,793
1304272,12122
1306246,12119
1303273,799
1304279,385
1304267,12165
1304251,12177
1304291,12181
1304309,12194
1306252,12216
1312715,12233
1311269,12245
1234259,311
1234261,313
1234313,1521
1234323,1521
1234328,1521
1234401,1521
1234425,1521
1323760,12569
1325786,12579
1325809,1602
1325831,1602
1325829,1602
1325822,1602
1325821,1602
1325909,1602
1325907,1602
1325896,1602
1325884,1602
1325879,1602
1325866,1602
1325863,1602
1325928,1602
1325926,1602
1325997,1602
1325968,1602
1325952,1602
1318831,12435
1318918,823
1318912,825
1318916,831
1318822,12464
1318824,12466
1318829,12473
1320855,414
1320819,12512
1320836,12532
1320837,12533
1321767,12546
1320857,12541
1321781,12557
1321789,416
1321785,12567
1314773,12262
1314763,12266
1314764,12267
1313749,12279
1312718,12281
1313754,804
1312730,806
1312724,12258
1312719,12274
1313982,1579
1312733,809
1313735,12305
1313742,12312
1330811,12747
1330816,12752
1330764,12771
1330830,12781
1329758,12788
1330270,12805
1332759,440
1330799,12625
1326081,1616
1325794,12635
1325771,12644
1326055,12649
1360803,1642
1360772,12913
1362760,12921
1031243,9209
1031250,467
1030227,9212
1031242,9223
1033265,9234
1033256,9237
1034253,9243
1034256,9254
1034252,9284
1036256,9304
1039478,476
1033361,9309
1336759,12820
1325943,1602
1325940,1602
1325933,1602
1326050,1602
1326049,1602
1326028,1602
1326017,1602
1325798,12582
1328792,1605
1325789,12592
1325787,12596
1330798,12606
1325778,12612
1326775,1613
1375766,13119
1379762,1656
1376762,13133
1313985,12330
1314001,12335
1314010,12343
1414442,13756
1414764,13764
1414766,1034
1414398,13761
1414770,13778
1414772,13779
1414774,13781
1347759,12843
1345758,12836
1357757,12852
1359761,12855
1393810,1685
1394320,13469
1394180,13472
1394324,13480
1394328,13481
1394308,13498
1397761,13502
1401761,13516
1399777,13521
1325807,419
1359760,12658
1326089,12675
1328777,12677
1326083,12678
1326094,12684
1328784,12687
1330788,12711
1330834,431
1440823,14287
1440821,14292
1440893,14297
1440828,14303
1440897,1342
1446772,14314
1366922,13028
1366903,13033
1366904,13034
1366934,13039
1375758,13045
1370769,13090
1373757,13065
1369762,13082
1366951,13087
1371760,13096
1417798,1070
1416020,13887
1416021,13888
1416769,1072
1416761,13913
1416762,13914
1416774,1074
1415359,13903
1417775,1079
1417774,1086
1417818,13942
1417815,1096
1417821,535
1419004,1110
1421971,1111
1423806,13959
1401772,13546
1401764,13532
1401765,13533
1401766,13539
1399767,13547
1406771,13557
1406797,13566
1408055,13585
1406793,13562
1406791,13564
1406788,13568
1406769,13590
1406770,13593
1407044,980
1406772,13602
1408043,13605
1408045,13607
1406780,981
1406779,1691
1408801,13628
1408804,13633
1408779,13641
1408765,13642
1408785,988
1408768,13647
1408793,507
1516765,14609
1518776,14635
1380956,13198
1380945,13202
1382912,915
1380972,13209
1380959,13220
1380975,13234
1380978,13238
1380985,13248
1380997,13252
1382051,13271
1382055,918
1382039,482
1382209,13294
1382125,13300
1382123,13314
1382210,13297
1382197,13307
1382199,13309
1384758,13318
1387777,13325
1382207,13336
1387779,13350
1387824,13347
1387797,1672
1387798,1673
1389762,941
1387827,13374
1387821,13379
1421961,14002
1421117,14012
1421981,548
1423813,1166
1421131,14026
1421128,14032
1421124,14037
1421149,1168
1421150,1169
1423819,14052
1431890,1743
1435856,1298
1519984,14721
1527910,14723
1524896,1527
1539768,1527
1527012,14725
1527767,1528
1527909,14741
1524899,14756
1527920,1537
1529862,1548
1533798,1555
1531855,14796
1533767,14787
1411795,1702
1412766,1016
1414434,1017
1414432,1023
1414423,13714
1412763,13718
1412760,13727
1414413,13731
1417796,1030
1465766,14364
1466762,14375
1467774,14379
1479759,14384
1479761,14387
1479763,14393
1482765,14407
1490797,579
1476798,14415
1604929,790
1603338,15482
1604928,1902
1604919,15492
1604913,15500
1609774,15502
1604960,15502
1613083,15622
1614768,1908
1613075,15640
1613078,15648
1613129,807
1613053,15657
1605780,1908
1608773,15509
1607393,1919
1604950,15524
1604948,1905
1607817,793
1608774,15538
1609778,15554
1609780,15559
1566782,1687
1570114,1696
1573768,1703
1573767,15073
1574067,1840
1575769,1707
1577936,15090
1582776,15099
1582781,15104
1578768,15129
1613071,15666
1613104,1985
1426855,1262
1429781,1268
1429797,14168
1429022,14172
1429243,1281
1430759,14179
1434057,14183
1435829,14196
1435831,14198
1435818,14206
1434055,14208
1435821,14218
1434063,566
1360796,12867
1360794,12870
1360807,1637
1360809,450
1360770,12893
1360776,12896
1360783,12903
1360784,12904
1360785,12906
1613065,15585
1613050,15600
1613934,15591
1613924,15608
1613942,801
1612773,15614
1612768,15613
1613101,15628
1615044,1966
1613080,15619
1048279,9466
1050272,9474
1048255,9492
1048269,9486
1421970,1124
1421154,1125
1424890,1129
1421146,1137
1421978,1153
1421084,1155
1201273,10731
1204303,10734
1202247,10758
1204310,10783
1204351,10775
1204355,10776
1210242,10790
1204356,10792
1210275,658
1208243,10788
1206248,10804
1206252,10808
1206242,10828
1314044,396
1314032,12363
1314039,12372
1314040,12373
1317275,12388
1316015,12399
1318837,12409
1318910,822
1132265,1444
1132259,10034
1137243,10037
1137242,10039
1141252,10043
1250280,11594
1249301,11568
1249302,11574
1249309,11581
1250303,746
1421956,1117
1421111,1714
1220262,250
1221263,10958
1221269,680
1223248,10967
1221285,10981
1222277,11013
1222450,262
1222455,265
1222459,274
1222443,276
1224282,11069
1225246,11072
1234282,11090
1258247,11712
1256244,11726
1264252,11734
1264255,11747
1264584,11785
1266250,11791
1266249,11803
1266248,11804
1270245,11819
1273248,11817
1271270,11852
1271271,11853
1273247,11859
1311251,12045
1234285,1503
1232303,299
1232305,301
1232307,303
1234283,11130
1232269,11131
1234291,11149
1234245,11161
1236038,11169
1232284,11160
1232248,11166
1232291,11191
1232258,11196
1232282,11197
1232298,1513
1009178,8948
1015171,1332
1009241,1341
1009243,1343
1009244,1344
1009214,8986
1009200,8992
1013171,8993
1016214,9002
1012504,9013
1137246,10057
1141270,10062
1134273,10063
1140244,10067
1141254,10079
1141251,10092
1141281,10097
1141278,10114
1145254,10121
1141249,10100
1141276,10123
1145265,578
1145266,579
1145267,580
1141244,10142
1393794,13434
1393797,13439
1394183,13446
1394175,13448
1393806,1681
1290290,11940
1290279,11956
1204302,10750
1201271,10729
1421155,1171
1423827,1728
1423832,552
1424887,1184
1424885,1186
1424870,14064
1424874,14080
1424894,1197
1055297,501
1050274,9543
1050276,502
1055298,507
1052541,9581
1051256,9606
1055300,516
300000024669468,9638
1039273,9350
1041242,9365
1036244,9354
1036247,9357
1041243,1387
1039277,9366
1039596,9373
1330787,12723
1330770,12742
1330791,12743
1330852,853
1330792,12744
1330841,1624
1330845,1627
1330847,1628
1438902,14254
1439010,1321
1439012,1323
1438763,572
1409181,13665
1414406,13674
1414411,13687
1411789,13688
1411786,13689
1048266,9494
1050277,496
1050278,497
1016172,9069
1494782,14544
1498780,14565
1499777,1456
1496829,14545
1494779,14554
1496837,14572
1498787,14574
1415959,13797
1415326,13818
1415329,13821
1415332,13824
1415336,13828
1415337,13829
1416014,13848
1415961,13862
1415958,13868
1415769,526
1415774,531
1415768,532
1416763,13867
1416016,1709
1416028,1067
1389764,13398
1394186,13428
1026234,9191
1030225,9195
1030234,9194
1030240,1372
1094245,9780
1093246,9777
1095247,1423
1094251,9789
1421114,1718
1516790,1485
1365780,1645
1365781,1646
1360814,455
1363760,12940
1365778,12948
1363759,12950
1363771,883
1365767,12962
1365769,12964
1370759,12987
1366907,12991
1369786,887
1366917,13014
1516792,595
1518766,14658
1533796,14656
1518799,1500
1426800,14102
1555892,14944
1555859,14940
1553786,736
1555885,14968
1555882,14972
1555889,14978
1556768,738
1379773,471
1519988,1790
1518802,600
1518771,14685
1519986,14686
1429785,1232
1426836,14128
1426847,1242
1427762,14131
1429763,14152
1429775,1250
1426831,14160
1382910,13166
1382909,13167
1380942,13168
1379792,478
1380964,13176
1382758,13186
1524894,1796
1519974,1519
1524890,14708
1519995,1521
1522772,14717
1552779,14904
1551773,14915
1551777,1613
1589777,1865
1589774,15260
1592772,15262
1589779,1802
1591838,15272
1592780,15279
1591826,1810
1592792,1812
1591829,1814
1591832,15305
1592828,15323
1594070,1816
1594064,1818
1592215,15332
1581771,15150
1582774,15117
1582791,1715
1582792,1716
1582793,1717
1579969,1722
1579962,15138
1581813,1726
1581785,1844
1581768,15158
1533828,641
1532915,14832
1532926,14837
1533833,646
1536895,656
1536899,660
1536901,662
1536903,664
1536863,14852
1536952,675
1536953,678
1536958,681
1582884,755
1579979,754
1583341,15179
1583774,756
1583343,15192
1583771,15197
1583231,15199
1586786,15220
1583367,15218
1583368,15219
1581788,1848
1581778,15168
1583357,1736
1583363,1742
1533785,1807
1533774,14810
1533788,1561
1532922,14820
1532907,14824
1532906,14825
1599009,777
1599015,15360
1601974,15363
1599297,15354
1599311,1838
1603341,1877
1604958,15370
1599012,784
1603342,1878
1603767,1853
1601949,15437
1601947,15441
1601958,1874
1558797,14987
1558798,14988
1558772,14983
1558773,14984
1558780,1647
1558781,1648
1560778,15004
1564771,15039
1603346,1881
1600979,1857
1599293,15406
1599302,15408
1601927,15410
1633022,1926
1634038,2101
1633606,2104
1634484,15930
1633602,15931
1634025,1937
1633636,2091
1631538,2092
1631519,15795
1633644,15893
